entity_id,time_index,humidity
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:40.127000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:40.128000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:05:43.083000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:43.085000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:46.100000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:46.102000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:05:49.112000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:49.116000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:52.100000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:05:55.106000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:05:58.093000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:06:01.103000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:06:04.106000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:06:04.108000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:06:07.112000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:06:07.114000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:06:10.103000+00:00,28
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:10.105000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:06:13.090000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:16.104000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:06:25.107000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:25.108000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:06:28.108000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:40.100000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:43.094000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:06:46.138000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:06:49.092000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:06:52.129000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:06:55.158000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:06:55.159000+00:00,28
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:55.160000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:06:58.124000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:06:58.125000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:01.141000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:01.142000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:04.145000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:07:04.147000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:04.149000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:07.136000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:13.114000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:13.115000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:13.116000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:16.118000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:16.119000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:19.120000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:19.121000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:19.123000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:22.128000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:22.129000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:22.131000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:25.152000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:25.153000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:28.168000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:28.173000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:28.176000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:31.140000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:34.181000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:07:34.183000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:37.189000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:37.191000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:40.123000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:07:43.188000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:43.190000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:46.152000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:07:46.153000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:49.149000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:49.155000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:07:49.158000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:52.155000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:52.157000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:55.139000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:07:58.164000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:07:58.168000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:07:58.170000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:01.143000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:01.144000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:04.147000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:07.164000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:07.167000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:07.170000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:10.156000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:10.158000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:10.159000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:13.165000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:13.170000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:13.173000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:16.158000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:16.159000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:19.158000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:22.171000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:22.173000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:22.177000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:25.149000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:25.151000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:25.154000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:28.162000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:28.165000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:28.172000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:31.145000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:34.149000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:37.156000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:37.159000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:40.157000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:40.159000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:43.167000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:46.162000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:46.170000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:46.173000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:49.152000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:49.153000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:52.174000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:52.179000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:52.183000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:52.189000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:55.161000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:08:55.163000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:55.173000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:08:55.174000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:08:58.205000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:08:58.206000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:01.154000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:09:04.145000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:07.174000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:07.175000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:10.177000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:10.179000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:16.165000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:19.175000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:22.169000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:09:25.183000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:25.186000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:25.187000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:09:28.183000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:28.185000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:28.186000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:09:31.182000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:31.183000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:31.184000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:09:37.176000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:37.177000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:09:40.188000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:43.192000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:46.189000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:09:49.197000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:09:49.198000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:49.200000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:09:52.180000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:09:58.189000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:01.215000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:10:07.192000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:10.190000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:10.193000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:13.205000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:10:13.206000+00:00,33
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:19.191000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:10:25.199000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:10:28.192000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:31.191000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:10:31.193000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:10:31.195000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:34.219000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:34.222000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:37.201000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:40.205000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:40.213000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:10:40.214000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:43.211000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:10:43.214000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:10:49.213000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:52.212000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:52.214000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:55.217000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:10:58.226000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:10:58.228000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:11:01.207000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:11:07.224000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:11:16.234000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:16.238000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:11:19.232000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:19.237000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:11:22.206000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:34.230000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:11:40.249000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:11:43.245000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:43.246000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:11:43.248000+00:00,28
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:46.256000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:11:46.258000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:52.231000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:11:55.240000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:11:58.255000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:11:58.256000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:01.256000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:01.257000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:12:01.258000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:01.261000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:04.269000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:12:04.270000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:04.271000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:10.252000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:13.252000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:13.255000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:16.252000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:12:16.253000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:19.264000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:19.266000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:12:19.270000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:22.268000+00:00,33
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:22.270000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:25.247000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:28.266000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:12:28.269000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:31.258000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:12:31.260000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:37.257000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:37.259000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:40.261000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:12:40.263000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:43.254000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:46.248000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:49.265000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:49.267000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:52.298000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:52.301000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:12:55.261000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:12:58.274000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:13:04.276000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:04.279000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:13:07.273000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:13:07.275000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:07.276000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:13:10.287000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:10.289000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:13:13.383000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:13:16.271000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:13:19.277000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:19.278000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:13:22.290000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:22.291000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:13:25.284000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:13:25.286000+00:00,29
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:13:28.284000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:13:28.284000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:13:28.286000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:28.288000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:31.273000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:49.279000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:13:52.276000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:52.277000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:13:55.264000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:13:58.287000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:04.285000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:07.299000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:10.277000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:13.285000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:13.286000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:16.307000+00:00,33
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:16.308000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:16.313000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:14:19.283000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:19.285000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:14:22.289000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:14:28.291000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:28.293000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:14:31.308000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:34.297000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:37.301000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:40.301000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:43.321000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:46.313000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:46.316000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:46.318000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:49.302000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:49.304000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:14:55.304000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:55.305000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:14:58.336000+00:00,31
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:14:58.337000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:14:58.337000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:14:58.339000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:01.324000+00:00,28
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:01.327000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:04.315000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:07.351000+00:00,31
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:07.352000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:10.314000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:13.330000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:13.331000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:13.337000+00:00,30
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:16.324000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:16.325000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:16.328000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:19.324000+00:00,32
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:22.337000+00:00,29
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:22.340000+00:00,28
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:25.334000+00:00,30
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:25.336000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:28.338000+00:00,33
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:28.340000+00:00,31
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:31.326000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:31.327000+00:00,30
urn:ngsi-ld:SoilSensor:humidity001,2024-05-08T17:15:37.328000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:37.330000+00:00,30
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:37.331000+00:00,32
urn:ngsi-ld:SoilSensor:humidity002,2024-05-08T17:15:40.334000+00:00,32
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:43.393000+00:00,29
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:46.339000+00:00,31
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:49.333000+00:00,29
urn:ngsi-ld:SoilSensor:humidity004,2024-05-08T17:15:49.334000+00:00,32
urn:ngsi-ld:SoilSensor:humidity003,2024-05-08T17:15:52.347000+00:00,30
