entity_id,time_index,location,status
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:31.918000+00:00,POINT (13.324 52.493),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:33.881000+00:00,POINT (13.306 52.526),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:33.887000+00:00,POINT (13.367 52.522),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:36.881000+00:00,POINT (13.309 52.526),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:36.883000+00:00,POINT (13.367 52.525),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:39.888000+00:00,POINT (13.312 52.526),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:39.889000+00:00,POINT (13.367 52.528),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:41.899000+00:00,POINT (13.312 52.526),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:41.902000+00:00,POINT (13.377 52.565),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:42.911000+00:00,POINT (13.312 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:42.913000+00:00,POINT (13.377 52.568),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:42.915000+00:00,POINT (13.367 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:45.891000+00:00,POINT (13.309 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:45.893000+00:00,POINT (13.377 52.571),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:45.895000+00:00,POINT (13.367 52.534),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:45.898000+00:00,POINT (13.324 52.494),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:48.885000+00:00,POINT (13.306 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:48.887000+00:00,POINT (13.377 52.574),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:57:48.889000+00:00,POINT (13.367 52.537),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:57:48.891000+00:00,POINT (13.321 52.494),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:51.869000+00:00,POINT (13.303 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:51.872000+00:00,POINT (13.377 52.577),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:57:51.878000+00:00,POINT (13.303 52.527),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:51.884000+00:00,POINT (13.377 52.577),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:57:54.883000+00:00,POINT (13.377 52.58),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:00.881000+00:00,POINT (13.378 52.58),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:00.883000+00:00,POINT (13.321 52.495),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:03.873000+00:00,POINT (13.378 52.577),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:03.874000+00:00,POINT (13.324 52.495),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:06.879000+00:00,POINT (13.303 52.526),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:06.882000+00:00,POINT (13.378 52.574),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:06.883000+00:00,POINT (13.369 52.537),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:06.885000+00:00,POINT (13.327 52.495),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:09.894000+00:00,POINT (13.303 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:09.896000+00:00,POINT (13.378 52.571),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:09.900000+00:00,POINT (13.369 52.534),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:09.901000+00:00,POINT (13.33 52.495),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:11.882000+00:00,POINT (13.33 52.495),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:12.888000+00:00,POINT (13.306 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:12.891000+00:00,POINT (13.378 52.568),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:12.892000+00:00,POINT (13.369 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:15.886000+00:00,POINT (13.309 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:15.887000+00:00,POINT (13.378 52.565),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:15.889000+00:00,POINT (13.369 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:15.890000+00:00,POINT (13.327 52.496),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:18.930000+00:00,POINT (13.312 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:18.932000+00:00,POINT (13.378 52.562),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:18.934000+00:00,POINT (13.369 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:18.936000+00:00,POINT (13.324 52.496),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:21.909000+00:00,POINT (13.315 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:21.911000+00:00,POINT (13.378 52.559),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:21.912000+00:00,POINT (13.369 52.522),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:21.914000+00:00,POINT (13.321 52.496),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:24.907000+00:00,POINT (13.318 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:24.911000+00:00,POINT (13.378 52.556),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:24.915000+00:00,POINT (13.369 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:24.917000+00:00,POINT (13.318 52.496),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:27.899000+00:00,POINT (13.321 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:27.905000+00:00,POINT (13.378 52.553),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:27.908000+00:00,POINT (13.369 52.516),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:27.923000+00:00,POINT (13.315 52.496),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:30.892000+00:00,POINT (13.324 52.527),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:30.902000+00:00,POINT (13.378 52.55),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:30.904000+00:00,POINT (13.369 52.513),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:30.907000+00:00,POINT (13.312 52.496),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:31.884000+00:00,POINT (13.324 52.527),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:31.886000+00:00,POINT (13.369 52.513),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:31.887000+00:00,POINT (13.312 52.496),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:33.889000+00:00,POINT (13.378 52.547),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:33.893000+00:00,POINT (13.37 52.513),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:36.911000+00:00,POINT (13.378 52.544),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:36.912000+00:00,POINT (13.37 52.516),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:36.914000+00:00,POINT (13.312 52.497),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:39.908000+00:00,POINT (13.378 52.541),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:39.911000+00:00,POINT (13.37 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:39.914000+00:00,POINT (13.315 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:42.897000+00:00,POINT (13.324 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:42.901000+00:00,POINT (13.378 52.538),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:42.904000+00:00,POINT (13.318 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:45.905000+00:00,POINT (13.321 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:45.913000+00:00,POINT (13.378 52.535),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:45.914000+00:00,POINT (13.37 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:45.916000+00:00,POINT (13.321 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:48.929000+00:00,POINT (13.318 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:48.932000+00:00,POINT (13.378 52.532),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:48.934000+00:00,POINT (13.37 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:48.936000+00:00,POINT (13.324 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:52.035000+00:00,POINT (13.315 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:52.038000+00:00,POINT (13.378 52.529),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:52.040000+00:00,POINT (13.37 52.531),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:52.048000+00:00,POINT (13.327 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:54.910000+00:00,POINT (13.312 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:54.915000+00:00,POINT (13.378 52.526),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:54.919000+00:00,POINT (13.371 52.531),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:54.922000+00:00,POINT (13.33 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:58:57.908000+00:00,POINT (13.309 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:58:57.911000+00:00,POINT (13.378 52.523),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:58:57.915000+00:00,POINT (13.371 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:58:57.917000+00:00,POINT (13.333 52.497),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:00.908000+00:00,POINT (13.306 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:00.909000+00:00,POINT (13.378 52.52),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:00.914000+00:00,POINT (13.371 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:00.918000+00:00,POINT (13.336 52.497),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:01.906000+00:00,POINT (13.336 52.497),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:03.903000+00:00,POINT (13.303 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:03.907000+00:00,POINT (13.378 52.517),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:03.909000+00:00,POINT (13.371 52.522),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:03.911000+00:00,POINT (13.336 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:06.974000+00:00,POINT (13.3 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:06.976000+00:00,POINT (13.378 52.514),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:06.978000+00:00,POINT (13.371 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:06.983000+00:00,POINT (13.333 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:09.917000+00:00,POINT (13.297 52.529),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:09.921000+00:00,POINT (13.371 52.516),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:09.924000+00:00,POINT (13.33 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:11.910000+00:00,POINT (13.297 52.529),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:12.940000+00:00,POINT (13.297 52.528),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:12.945000+00:00,POINT (13.327 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:15.941000+00:00,POINT (13.297 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:15.943000+00:00,POINT (13.379 52.514),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:15.946000+00:00,POINT (13.324 52.498),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:15.959000+00:00,POINT (13.37 52.516),8
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:18.958000+00:00,POINT (13.3 52.529),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:18.960000+00:00,POINT (13.379 52.517),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:18.963000+00:00,POINT (13.321 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:22+00:00,POINT (13.3 52.529),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:22.004000+00:00,POINT (13.379 52.52),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:22.006000+00:00,POINT (13.318 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:24.905000+00:00,POINT (13.3 52.53),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:24.908000+00:00,POINT (13.379 52.523),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:24.911000+00:00,POINT (13.315 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:27.909000+00:00,POINT (13.297 52.53),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:27.910000+00:00,POINT (13.379 52.526),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:27.913000+00:00,POINT (13.312 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:30.921000+00:00,POINT (13.294 52.53),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:30.926000+00:00,POINT (13.379 52.529),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:30.927000+00:00,POINT (13.309 52.498),8
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:32.034000+00:00,POINT (13.309 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:33.921000+00:00,POINT (13.291 52.53),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:33.930000+00:00,POINT (13.38 52.529),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:33.945000+00:00,POINT (13.306 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:36.933000+00:00,POINT (13.288 52.53),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:36.935000+00:00,POINT (13.38 52.526),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:36.937000+00:00,POINT (13.371 52.516),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:36.938000+00:00,POINT (13.303 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:39.966000+00:00,POINT (13.285 52.53),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:39.968000+00:00,POINT (13.38 52.523),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:39.971000+00:00,POINT (13.371 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:39.974000+00:00,POINT (13.3 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:41.908000+00:00,POINT (13.285 52.53),8
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:42.924000+00:00,POINT (13.38 52.52),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:42.927000+00:00,POINT (13.371 52.522),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:42.928000+00:00,POINT (13.297 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:45.962000+00:00,POINT (13.285 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:45.965000+00:00,POINT (13.379 52.52),8
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:45.967000+00:00,POINT (13.371 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:45.968000+00:00,POINT (13.294 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:48.982000+00:00,POINT (13.288 52.531),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:48.983000+00:00,POINT (13.371 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:48.986000+00:00,POINT (13.291 52.498),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:51.958000+00:00,POINT (13.379 52.52),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:51.970000+00:00,POINT (13.291 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:51.974000+00:00,POINT (13.379 52.517),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:51.977000+00:00,POINT (13.288 52.498),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:51.985000+00:00,POINT (13.371 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:54.930000+00:00,POINT (13.294 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:54.932000+00:00,POINT (13.379 52.514),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:54.933000+00:00,POINT (13.371 52.534),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:54.936000+00:00,POINT (13.285 52.498),7
urn:ngsi-ld:Device:tractor002,2024-05-08T16:59:57.950000+00:00,POINT (13.379 52.511),7
urn:ngsi-ld:Device:tractor001,2024-05-08T16:59:57.954000+00:00,POINT (13.297 52.531),7
urn:ngsi-ld:Device:tractor003,2024-05-08T16:59:57.958000+00:00,POINT (13.371 52.537),7
urn:ngsi-ld:Device:tractor004,2024-05-08T16:59:57.959000+00:00,POINT (13.282 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:00.930000+00:00,POINT (13.3 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:00.935000+00:00,POINT (13.379 52.508),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:00.938000+00:00,POINT (13.371 52.54),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:00.941000+00:00,POINT (13.279 52.498),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:02.043000+00:00,POINT (13.371 52.54),8
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:04.020000+00:00,POINT (13.303 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:04.032000+00:00,POINT (13.379 52.505),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:04.034000+00:00,POINT (13.373 52.54),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:04.036000+00:00,POINT (13.276 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:06.961000+00:00,POINT (13.306 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:06.962000+00:00,POINT (13.379 52.502),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:06.964000+00:00,POINT (13.373 52.537),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:06.970000+00:00,POINT (13.273 52.498),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:09.960000+00:00,POINT (13.309 52.531),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:09.967000+00:00,POINT (13.379 52.499),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:09.973000+00:00,POINT (13.373 52.534),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:09.982000+00:00,POINT (13.27 52.498),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:11.987000+00:00,POINT (13.379 52.499),8
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:11.992000+00:00,POINT (13.27 52.498),8
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:12.931000+00:00,POINT (13.312 52.531),8
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:12.933000+00:00,POINT (13.38 52.499),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:12.934000+00:00,POINT (13.373 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:15.940000+00:00,POINT (13.312 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:15.942000+00:00,POINT (13.38 52.502),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:15.943000+00:00,POINT (13.373 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:15.945000+00:00,POINT (13.27 52.499),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:19.021000+00:00,POINT (13.373 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:19.023000+00:00,POINT (13.273 52.499),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:19.024000+00:00,POINT (13.309 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:19.028000+00:00,POINT (13.38 52.505),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:21.954000+00:00,POINT (13.273 52.499),8
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:21.990000+00:00,POINT (13.306 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:21.991000+00:00,POINT (13.38 52.508),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:21.998000+00:00,POINT (13.273 52.5),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:24.949000+00:00,POINT (13.303 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:24.950000+00:00,POINT (13.38 52.511),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:24.963000+00:00,POINT (13.27 52.5),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:27.942000+00:00,POINT (13.3 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:27.943000+00:00,POINT (13.38 52.514),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:27.948000+00:00,POINT (13.267 52.5),8
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:30.944000+00:00,POINT (13.297 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:30.947000+00:00,POINT (13.38 52.517),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:30.949000+00:00,POINT (13.374 52.522),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:31.944000+00:00,POINT (13.374 52.522),8
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:31.947000+00:00,POINT (13.267 52.5),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:33.970000+00:00,POINT (13.38 52.52),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:33.973000+00:00,POINT (13.375 52.522),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:33.978000+00:00,POINT (13.264 52.5),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:36.964000+00:00,POINT (13.291 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:36.968000+00:00,POINT (13.38 52.523),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:36.973000+00:00,POINT (13.375 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:36.975000+00:00,POINT (13.261 52.5),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:39.954000+00:00,POINT (13.38 52.526),8
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:39.957000+00:00,POINT (13.375 52.516),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:39.962000+00:00,POINT (13.288 52.532),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:39.977000+00:00,POINT (13.258 52.5),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:41.940000+00:00,POINT (13.288 52.532),8
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:41.951000+00:00,POINT (13.375 52.516),8
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:42.946000+00:00,POINT (13.255 52.5),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:45.948000+00:00,POINT (13.381 52.526),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:45.951000+00:00,POINT (13.252 52.5),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:48.966000+00:00,POINT (13.288 52.532),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:48.975000+00:00,POINT (13.381 52.523),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:48.977000+00:00,POINT (13.375 52.516),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:48.979000+00:00,POINT (13.249 52.5),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:51.919000+00:00,POINT (13.288 52.532),8
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:51.925000+00:00,POINT (13.381 52.523),8
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:51.963000+00:00,POINT (13.375 52.519),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:51.973000+00:00,POINT (13.246 52.5),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:54.992000+00:00,POINT (13.375 52.522),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:00:54.997000+00:00,POINT (13.288 52.533),8
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:54.998000+00:00,POINT (13.382 52.523),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:55.001000+00:00,POINT (13.243 52.5),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:00:57.969000+00:00,POINT (13.382 52.526),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:00:57.973000+00:00,POINT (13.375 52.525),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:00:57.977000+00:00,POINT (13.24 52.5),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:01:00.949000+00:00,POINT (13.382 52.529),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:01:00.951000+00:00,POINT (13.375 52.528),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:01:00.953000+00:00,POINT (13.237 52.5),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:01:01.937000+00:00,POINT (13.237 52.5),8
urn:ngsi-ld:Device:tractor001,2024-05-08T17:01:03.955000+00:00,POINT (13.288 52.534),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:01:03.957000+00:00,POINT (13.382 52.532),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:01:03.960000+00:00,POINT (13.375 52.531),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:01:06.963000+00:00,POINT (13.285 52.534),7
urn:ngsi-ld:Device:tractor002,2024-05-08T17:01:06.965000+00:00,POINT (13.382 52.535),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:01:06.966000+00:00,POINT (13.375 52.534),7
urn:ngsi-ld:Device:tractor004,2024-05-08T17:01:06.968000+00:00,POINT (13.237 52.501),7
urn:ngsi-ld:Device:tractor001,2024-05-08T17:01:09.980000+00:00,POINT (13.282 52.534),8
urn:ngsi-ld:Device:tractor002,2024-05-08T17:01:09.987000+00:00,POINT (13.382 52.538),7
urn:ngsi-ld:Device:tractor003,2024-05-08T17:01:09.989000+00:00,POINT (13.375 52.537),7
